year,rank,title,artist,lyrics_raw,lyrics_url,total,ttr,entropy,hhi,max_p
1992,2,Baby Got Back,Sir Mix-a-Lot,"""Oh, my, god, Becky, look at her butt. It is so big. She looks like one of those rap guys' girlfriends. Who understands those rap guys? They only talk to her, because she looks like a total prostitute, okay? I mean, her butt, it's just so big. Ugh, I can't believe it's just so round, it's like out there, I mean, ugh, gross. Look! She's just so black!""

I like big butts and I cannot lie
You other brothers can't deny
That when a girl walks in with an itty bitty waist
And a round thing in your face, you get sprung
Wanna pull up tough 'cause you notice that butt was stuffed
Deep in the jeans she's wearin'
I'm hooked and I can't stop starin'
Oh, baby, I wanna get wit'cha
And take your picture
My homeboys tried to warn me
But that butt you got makes (me so horny!)
Oh, Rump-o'-smooth-skin
You say you wanna get in my Benz?
Well, use me, use me
'Cause you ain't that average groupie
I've seen 'em dancin'
To hell with romancin'
She sweat, wet
Got it goin' like a turbo 'Vette
I'm tired of magazines
Sayin' flat butts are the thing
Take the average black man and ask him that
She gotta pack much back
So, fellas! (Yeah!) Fellas! (Yeah!)
Has your girlfriend got the butt? (Hell yeah!)
Tell 'em to shake it! (Shake it!) Shake it! (Shake it!)
Shake that healthy butt!
Baby got back!

(L.A. face with a Oakland booty)
Baby got back!

I like 'em round, and big
And when I'm throwin' a gig
I just can't help myself, I'm actin' like an animal
Now here's my scandal
I wanna get you home
And ugh, double-up, ugh, ugh
I ain't talkin' 'bout Playboy
'Cause silicone parts are made for toys
I want 'em real thick and juicy
So find that juicy double
Mix-a-Lot's in trouble
Beggin' for a piece of that bubble
So I'm lookin' at rock videos
Knock-kneed bimbos walkin' like hoes
You can have them bimbos
I'll keep my women like Flo Jo
A word to the thick soul sistas, I wanna get wit'cha
I won't cuss or hit ya
But I gotta be straight when I say I wanna *moan*
'Til the break of dawn
Baby got it goin' on
A lot of simps won't like this song
'Cause them punks like to hit it and quit it
And I'd rather stay and play
'Cause I'm long, and I'm strong
And I'm down to get the friction on
So, ladies! (Yeah!) Ladies! (Yeah)
If you wanna roll in my Mercedes (Yeah!)
Then turn around! Stick it out!
Even white boys got to shout
Baby got back!

Baby got back!

""Yeah, baby. When it comes to females, Cosmo ain't got nothin' to do with my selection. 36-24-36? Ha ha, only if she's 5'3"".""

[Verse 3: Sir Mix-a-Lot]
So your girlfriend rolls a Honda
Playin' workout tapes by Fonda
But Fonda ain't got a motor in the back of her Honda
My anaconda don't want none
Unless you've got buns, hun
You can do side bends or sit-ups
But please don't lose that butt
Some brothers wanna play that hard role
And tell you that the butt ain't gold
So they toss it and leave it
And I pull up quick to retrieve it
So Cosmo says you're fat
Well I ain't down with that!
'Cause your waist is small and your curves are kickin'
And I'm thinkin' 'bout stickin'
To the beanpole dames in the magazines:
You ain't it, Miss Thing!
Give me a sista, I can't resist her
Red beans and rice didn't miss her
Some knucklehead tried to diss
'Cause his girls are on my list
He had game but he chose to hit 'em
And I pull up quick to get wit 'em
So ladies, if the butt is round
And you want a triple X throwdown
Dial 1-900-MIX-A-LOT
And kick them nasty thoughts
Baby got back!

Baby got back!
Little in the middle but she got much back!
Little in the middle but she got much back!",,669,0.4304932735426009,5.160012878211929,0.009734985845504935,0.0343796711509716
1992,3,Jump,Kris Kross,"(Jump jump)
You should know, you should know that, ahh
Kris Kross is not having anything today
As we stand there totally crossed out
We commence to make ya (Jump jump)
The Mac Dad'll make ya (Jump jump)
The Daddy Mac'll make ya (Jump jump)
Kris Kross'll make ya (Jump jump)

Don't try to compare us (Yeah) to another bad little fad
I'm the Mac and I'm bad, give ya something that you never had
I'll make ya bump, hump, wiggle and shake your rump
'Cause I'll be kicking the flavor that makes you wanna jump
How high? Real high 'cause I'm just so fly
A young lovable, huggable type of guy
And everything is to the back with a little slack
'Cause inside out, it's wiggida wiggida wiggida wack
I come stompin' with somethin' pumpin' to keep you jumpin'
R&B rap is bullcrap is what I'm dumpin'
Ain't nuthin' soft about Kris Kross, we all that
So when they ask, ""Do they rock?,"" say, ""Believe that!""

(Jump Jump)
The Mac Dad'll make ya (Jump jump)
The Daddy Mac'll make ya (Jump jump)
Kris Kross'll make ya (Jump jump)
Uh huh, uh huh
(Jump jump)
The Mac Dad'll make ya (Jump jump)
The Daddy Mac'll make ya (Jump jump)
Kris Kross'll make ya (Jump jump)

I like my stuff knockin' (Knockin')
I love it when the girlies be like jockin' (Jockin')
The D-A-double D-Y-M-A-C
Yeah, you know me
I got you jumpin' an' bumpin' an' pumpin' movin' all around, G
In the mix, I made MC's step back
They tried to step to the Mac then they got jacked
To the back you'll be sportin' the gear; is that coincidental?
Act like you know and don't be claiming that it's mental
Two lil' kids with a flow you ain't ever heard
And nuthin' fake and you can understand every word (Word, hahaha)
As you listen to my cool, smooth melody
The Daddy makes you J-U-M-P

(Jump Jump)
The Mac Dad'll make ya (Jump jump)
The Daddy Mac'll make ya (Jump jump)
Kris Kross'll make ya (Jump jump)
Uh huh, uh huh
(Jump jump)
The Mac Dad'll make ya (Jump jump)
The Daddy Mac'll make ya (Jump jump)
Kris Kross'll make ya (Jump jump)

Now, the formalities of this and that
Is that Kris Kross ain't comin' off wack
And for all y'all suckas that don't know
Check it out
Some of them try to rhyme but they can't rhyme like this (Bo, bo)
Some of them try to rhyme but they can't rhyme like this (Bo, bo)
Some of them try to rhyme but they can't rhyme like this (Bo, bo)
Some of them try to rhyme but they can't (Bo, bo)
'Cause I'm the miggity miggity miggity miggity Mac Daddy (Bo, bo)
The miggity miggity miggity miggity Mac (Bo, bo)
'Cause I'm the miggity miggity miggity miggity Mac Daddy (Bo, bo)
The miggity miggity miggity miggity Mac (Bo, bo)
I make you wanna

(Jump jump)
The Mac Dad'll make ya (Jump jump)
The Daddy Mac'll make ya (Jump jump)
Kris Kross'll make ya (Jump jump)
Uh huh, uh huh
(Jump jump)
The Mac Dad'll make ya (Jump jump)
The Daddy Mac'll make ya (Jump jump)
Kris Kross'll make ya (Jump jump)
(Jump jump)
The Mac Dad'll make ya (Jump jump)
The Daddy Mac'll make ya (Jump jump)
Kris Kross'll make ya (Jump jump)
Uh huh, uh huh
(Jump jump)
The Mac Dad'll make ya (Jump jump)
The Daddy Mac'll make ya (Jump jump)
Kris Kross'll make ya (Jump jump)
(Jump jump)
The Mac Dad'll make ya (Jump jump)
The Daddy Mac'll make ya (Jump jump)
Kris Kross'll make ya (Jump jmp)
Uh huh, uh huh
(Jump jump)
The Mac Dad'll make ya (Jump jump)
The Daddy Mac'll make ya (Jump jump)
Kris Kross'll make ya (Jump jump)

Believe that!",,539,0.31910946196660483,4.40757129409985,0.023781413391802952,0.07050092764378478
1992,4,Save the Best for Last,Vanessa Williams,"Sometimes the snow comes down in June
Sometimes the sun goes 'round the moon
I see the passion in your eyes
Sometimes it's all a big surprise

Cause there was a time when all I did was wish
You'd tell me this was love
It's not the way I hoped or how I planned
But somehow it's enough

And now we're standing face to face
Isn't this world a crazy place?
Just when I thought our chance had passed
You go and save the best for last

All of the nights you came to me
When some silly girl had set you free
You wondered how you'd make it through
I wondered what was wrong with you

Cause how could you give your love to someone else
And share your dreams with me
Sometimes the very thing you're looking for
Is the one thing you can't see

But now we're standing face to face
Isn't this world a crazy place?
Just when I thought our chance had passed
You go and save the best for last

Sometimes the very thing
You're looking for
Is the one thing you can't see

Sometimes the snow comes down in June
Sometimes the sun goes 'round the moon
Just when I thought our chance had passed
You go and save the best for last

You went and saved the best for last",,228,0.40789473684210525,4.254674829325985,0.0198907356109572,0.07456140350877193
1992,5,Baby-Baby-Baby,TLC,"Now you want my love, well that's alright
Well it will be there for you, morning, noon and night
But you gotta be good, and do it right
Ain't got no time for part-time lovin' in my life
Well you wanna be loved, huh, hey that's okay
Cause it falls in line right with my sexuality
But you gotta be down, a nigga gotta be true
Cause otherwise this beat ain't got no time for you

Baby, baby, baby
I got so much love in me
Oh baby, baby
Baby, baby, baby
Cause if you gonna get me off
You got to love me deep

Well, you want my heart, and all my time
But it won't be there if you can't deal with my mind
Cause a girl like me, won't settle for less
I require plenty conversation with my sex

Long as you know, that I can have any man I want to baby
That's actual and factual, but still I choose you
To be with me, and work on it, so you better not flake it up (Ohhh)

Baby, baby, baby
I got so much love in me
Oh baby, baby
Baby, baby, baby
Cause if you gonna get me off
You got to love me deep

Baby, baby, baby
I got so much love in me
Oh baby, baby
Baby, baby, baby
Cause if you gonna get me off
You got to love me deep

Baby, long as you know, that I can have any man I want to
Baby, that's actual and it's factual
But still, I choose you, to be with me
And work on that, so you better not flake it up

Well, you want my heart, and all my time
But it won't be there if you can't deal with my mind
Cause a girl like me, I won't settle for less
I require plenty conversation with my sex

Baby, baby, baby
I got so much love in me
Oh baby, baby
Baby, baby, baby
Cause if you gonna get me off
You got to love me deep

Baby, baby, baby
I got so much love in me
Oh baby, baby
Baby, baby, baby
Cause if you gonna get me off
You got to love me deep

I can have any man that I want to
Time and place that I choose to
But I'm thinking that I would rather be here with you, yeah
That's actual and factual
You're the one I seem to run back to, just to get me off
You got to love me, got to love me, got to love me

Baby, baby, baby (Ohh baby)
I got so much love in me (So much love, so much love)
Oh baby, baby
Baby, baby, baby (Oh my baby)
Cause if you gonna get me off
You got to love me deep (Got to love me, got to love me)
(Love me deep)

Baby, baby, baby (Baby, baby, baby, baby, baby, baby)
I got so much love in me (So much love in me!)
Oh baby, baby
Baby, baby, baby (Oh yeah)
Cause if you gonna get me off (Get me, get me)
You got to love me deep (Love me deep)

I can have any man that I want to
Time and place that I choose to
But I'm thinking that I would rather be here with you, yeah
That's actual and factual
You're the one I seem to run back to, just to get me off...",,538,0.19516728624535315,4.002008435648844,0.03235859095369049,0.10966542750929369
1993,1,I Will Always Love You,Whitney Houston,"If I should stay
I would only be in your way
So I'll go but I know
I'll think of you every step of the way

And I will always love you
I will always love you
You
My darling, you

Bittersweet memories
That is all I'm taking with me
So good-bye
Please don't cry
We both know I'm not what you, you need

And I will always love you
I will always love you
You

I hope life treats you kind
And I hope you have all you've dreamed of
And I'm wishing you joy and happiness
But above all this, I wish you love

And I will always love you
I will always love you
I will always love you
I will always love you
I will always love you
I, I will always love you

You
Darling, I love you
I'll always
I'll always love you",,150,0.38666666666666666,3.3691723849142647,0.06284444444444443,0.15333333333333332
1993,2,Whoomp! (There It Is),Tag Team,"Party-people!
Yeah, Tag Team music in full effect!
That's me - DC the Brain Supreme, and my man Steve Roll'n!
We're kickin' the flow! (We're kickin' the flow!)
And it goes a little something like this!

Tag Team, back again
Check it to wreck it, let's begin
Party on, party people, let me hear some noise
DC's in the house, jump, jump, rejoice
Says there's a party over here, a party over there
Wave your hands in the air, shake the derriere
These three words mean you're gettin' busy
Whoomp, there it is! Hit me!

Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!

Upside down and inside out
I'm 'bout to show all you folks what it's all about
Now it's time for a nigga to get on the mic
And make this motherfuckin' party hype
I'm takin' it back to the old school
'Cause I'm an old fool who's so cool
If you wanna get down, I'mma show you the way
Whoomp, there it is! Let me hear you say

Whoomp, there it is! (Come on, y'all)
Whoomp, there it is! (A little louder)
Whoomp, there it is! (Come on, y'all)
Whoomp, there it is! (Louder)
Whoomp, there it is! (Come on, y'all)
Whoomp, there it is! (A little louder)
Whoomp, there it is! (Come on, y'all)
Whoomp, there it is!
Whoomp! Shaka-laka-shaka-laka shaka-laka shaka
Whoomp! Shaka-laka-shaka-laka shaka-laka shaka
Whoomp! Shaka-laka-shaka-laka shaka-laka shaka
Whoomp! Shaka-laka-shaka-laka shaka-laka shaka

Point blank, gin and juice I drink
And then invent as I puff on dank
Rock the mic, uh oh, I crave skin
Rip shit, find a honey dip to dip it in
Slam dunk it, stick it, flip it and ride
That B-double-O-T-Y, oh my
Ooh, that's it, come on, come on
Whoomp, there it is! I'm done

Whoomp, there it is! (Come on)
Whoomp, there it is! (Louder)
Whoomp, there it is! (Give it to me)
Whoomp, there it is! (Come on, come on)
Whoomp, there it is! (Little louder)
Whoomp, there it is! (Yeah!)
Whoomp, there it is! (Come on, come on)
Whoomp, there it is! (Yeah!)
Hey! Baby! Whoomp, there it is!
Hey! Baby! Whoomp, there it is!

Some say I'm crazy 'cause I'm pushing up daises
The underground sound that you niggas have found
Amazing, outstanding, demanding
Commanding, you people dancing (Whoo)
Shit! That's a breathtaker
Our producer AKA the undertaker
You wanna come down to the underground old school?
Here's a shovel, can you dig it, fool?

Can you dig it? We can dig it!
Can y'all dig it? We can dig it!
Can you dig it? We can dig it!
Can y'all dig it? We can dig it!
Can you dig it? We can dig it!
Can y'all dig it? We can dig it!
Can you dig it? We can dig it!
Can y'all dig it? We can dig it!

W-H-double O-M-P as I flow
To the fly shit from the school of old
Hard core, keep' the folklore wrecked
3 to the 2 and 1, mic check
Mad skill, flow ill, on the mess of steel
That's the grille of the microphone I just killed
Party people, there's your party, Tag Team is through
Whoomp, there it is, I thought you knew

Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!

Yeah! Tag Team music comin' straight at 'cha!
That's me - DC the Brain Supreme, and my man Steve Roll'n!
Bring it back y'all, bring it back y'all, bring it back, here we go!

Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!
Whoomp, there it is!

Hahaha
Have you heard that new song by Tag Team?
What's that?
You go girl, he is singing that to me
You don't even know him
Haha, that song is for all the ladies
Well, the whole album is dope
For real? Damn
Really though",,666,0.3258258258258258,4.4093327281380965,0.03146389632876108,0.1066066066066066
1993,3,Can't Help Falling in Love,UB40,"Wise men say
Only fools rush in
But I can't help
Falling in love with you

Wise men say
Only fools rush in
But I can't help
Falling in love with you

Shall I stay?
Would it be a sin?
I can't help
Falling in love with you

As a river flows
Gently to the sea
Darling, so it goes
Some things were meant to be

Take my hand
Take my whole life, too
But I can't help
Falling in love with you

As a river flows
Surely to the sea
Darling, so it goes
Some things were meant to be

Take my hand
Take my whole life, too
I can't help
Falling in love with you

I can't help falling in love with you
I can't help falling in love with you
I can't help falling in love with you",,141,0.3049645390070922,3.5095299480040163,0.03737236557517226,0.07092198581560284
1993,4,That's the Way Love Goes,Janet Jackson,"Like a moth to a flame burned by the fire
My love is blind, can't you see my desire?
That's the way love goes
(That's the way love, that's the way love)
(That's the way love goes)
Like a moth to a flame burned by the fire (that's the way)
My love is blind can't you see my desire? (that's the way)
Like a moth to a flame burned by the fire (that's the way)
My love is blind can't you see my desire?
That's the way love goes
Like a moth to a flame burned by the fire
(That's the way, that's the way, that's the way love goes)
That's the way love goes
My love is blind can't you see my desire?
(That's the way, that's the way, that's the way love goes)

Come with me, don't you worry
I'm gonna make you crazy
I'll give you the time of your life
I'm gonna take you places
You've never been before and
You'll be so happy that you came
Ooh, I'm gonna take you there, oooh

That's the way love goes, that's the way love goes
(That's the way love goes)
That's the way love goes (that's the way)
That's the way love goes
(That's the way, that's the way love goes)

Don't mind if I light candles
I like to watch us play and
Baby, I've got on what you like
Come closer, baby, closer
Reach out and feel my body
I'm gonna give you all my love
Ooh, sugar don't you hurry
You've got me here all night
Just close your eyes and hold on tight
(That's the way, that's the way)
Ooh, baby, don't stop, don't stop
Go deeper, baby, deeper
You feel so good I'm gonna cry
Ooh, I'm gonna take your there

That's the way love goes, that's the way love goes
That's the way love goes, that's the way love goes
That's the way love goes (that's the way love goes)
That's the way love goes, that's the way love goes
Don't you know it goes? That's the way

Like a moth to a flame burned by the fire
My love is blind, can't you see my desire?
Like a moth to a flame burned by the fire
My love is blind, can't you see my desire?

That's the way, that's the way, that's the way, that's the way
That's the way, that's the way, that's the way love goes
That's the way love goes (that's the way, that's the way)
That's the way love goes, it goes, it goes
(That's the way, that's the way)
That's the way love goes

That's the way love goes, that's the way love goes
That's the way love goes (that's the way love goes)
That's the way love, that's the way love, that's the way love
That's the way love, that's the way love, that's the way love
That's the way love goes",,400,0.215,3.6373615938450703,0.04654999999999994,0.105
1993,5,Freak Me,Silk,"Freak me, baby (Ah, yeah)
Freak me, baby (Mmm, just like that)
Freak me, baby (Ah, yeah)
Freak me, baby

Let me lick you up and down till you say stop
Let me play with your body, baby, make you real hot
Let me do all the things you want me to do
Cause tonight, baby, I wanna get freaky with you

Baby, don't you understand
I wanna be your nasty man
I wanna make your body scream
And you will know just what I mean (You know what I mean)
24 carat gold
To warm the nights when you get cold
I wanna lick you up and down (Baby, yeah, baby, yeah)
And then I wanna lay you down, come on Silk sing

Let me lick you up and down till you say stop (Lick you up and down)
Let me play with your body, baby, make you real hot (Let me make you real hot)
Let me do all the things you want me to do (Whoa)
Cause tonight, baby, I wanna get freaky with you

I love the taste of whipped cream (Hey)
Spread it on, don't be mean (Baby, don't be mean)
You know I can't resist you, girl
I'll fly you all around the world (All around the world, oh, baby)
I wanna see your body drip
Come on let me take a sip (Come on, come on, come on, come on)
Take off what you cherish most (come on, come on, come on, come on, baby)
Cause when I brag I like to brag and boast

Let me lick you up and down till you say stop (Lick you up and down, oh, baby)
Let me play with your body, baby, make you real hot
(I wanna play with your body, baby, I wanna play with your body, girl)
Let me do all the things you want me to do
Cause tonight, baby, I wanna get freaky with you

You, you, you, you (Oh, you)
You, you, you, you (Let me freak you)
You, you, you, you (All of you)
Yeah, come on, come on
You, you, you, you (Oh...you)
You, you, you, you (Let me do you)
Cause tonight, baby, I wanna get freaky with you

Let me lick you up and down till you say stop (Freak me, baby)
Let me play with your body, baby, make you real hot (Freak me, baby)
Let me do all the things you want me to do (Freak me, baby)
Cause tonight, baby, I wanna get freaky with you

(Baby, don't stop) Let me lick you up and down till you say stop (Baby, don't stop)
Let me play (Baby, don't stop) with your body, baby, make you real hot (Hey)
Let me do (Baby, don't stop) all the things you want me to do (Baby, don't stop)
Cause tonight, baby, I wanna get freaky, freaky

(Let me lick you up and down) Let me lick you up and down till you say stop (Up and down)
Let me play with your body, baby (Up and down), make you real hot
(Let me make you soakin' wet, baby)
Let me do all the things (Oh) you want me to do
(I won't play around with your love, baby)
Cause tonight, baby, I wanna get freaky with you",,405,0.19753086419753085,3.706240441964178,0.04288980338363066,0.145679012345679
1994,1,The Sign,Ace of Base,"Whoa, oh, yeah

(Ah) I got a new life
You would hardly recognize me, I'm so glad
How could a person like me care for you?
(Ah) Why do I bother
When you're not the one for me?
Ooh, is enough enough?

I saw the sign, and it opened up my eyes
I saw the sign
Life is demanding without understanding
I saw the sign, and it opened up my eyes
I saw the sign
No one's gonna drag you up to get into the light where you belong...
But where do you belong?

(Ah) Under the pale moon
For so many years, I've wondered who you are
How could a person like you bring me joy?
Under the pale moon
Where I see a lot of stars
Ooh, is enough enough?

I saw the sign, and it opened up my eyes
I saw the sign
Life is demanding without understanding
I saw the sign, and it opened up my eyes
I saw the sign
No one's gonna drag you up to get into the light where you belong...
But where do you belong?

Oh, oh, oh

I saw the sign, and it opened up my mind
And I am happy now living without you
I've left you, oh-oh-oh
I saw the sign, and it opened up my eyes
I saw the sign
No one's gonna drag you up to get into the light where you belong

(I saw the sign, I saw the si-i-ign) I saw the sign
(I saw the sign, I saw the si-i-i-ign)
(I saw the sign, I saw the sign) I saw the sign
And it opened up my eyes, I saw the sign",,254,0.2992125984251969,3.8592653911495605,0.031403062806125634,0.07874015748031496
1994,2,I Swear,All-4-One,"I swear by the moon and the stars in the sky
And I swear like the shadow that's by your side

I see the questions in your eyes
I know what's weighing on your mind
You can be sure I know my part
'Cause I stand beside you through the years
You'll only cry those happy tears
And though I make mistakes, I'll never break your heart

And I swear by the moon and the stars in the sky
I'll be there
I swear like the shadow that's by your side
I'll be there
For better or worse, 'til death do us part
I'll love you with every beat of my heart
And I swear

I'll give you everything I can
I'll build your dreams with these two hands
We'll hang some memories on the walls
And when (and when) just the two of us are there
You won't have to ask if I still care
'Cause as the time turns the page
My love won't age at all

And I swear (I swear) by the moon
And the stars in the sky I'll be there (I'll be there)
I swear (and I swear) like the shadow that's by your side
I'll be there (I'll be there)
For better or worse, 'til death do us part
I'll love you with every beat of my heart
And I swear

I swear (I swear) by the moon and the stars in the sky
I'll be there (I'll be there)
I swear like the shadow that's by your side
I'll be there (I'll be there)
For better or worse (better or worse)
Till death do us part (oh no) I'll love you
With every single beat of my heart

I swear
I swear
Oh, I swear",,267,0.3445692883895131,4.029775744279461,0.028096901345228513,0.08239700374531835
1994,3,I'll Make Love to You,Boyz II Men,"Close your eyes, make a wish
And blow out the candlelight
For tonight is just your night
We're gonna celebrate, all through the night

Pour the wine, light the fire
Girl, your wish is my command
I submit to your demands
I will do anything, girl, you need only ask

I'll make love to you
Like you want me to
And I'll hold you tight
Baby, all through the night
I'll make love to you
When you want me to
And I will not let go
'Til you tell me to

Girl, relax, let's go slow
I ain't got nowhere to go
I'm just gonna concentrate on you
Girl, are you ready? It's gonna be a long night
Throw your clothes (Throw your clothes)
On the floor (On the floor)

I'm gonna take my clothes off, too
I've made plans to be within you
Girl, whatever you ask me, you know, I could do

I'll make love to you
Like you want me to
And I'll hold you tight
Baby, all through the night
I'll make love to you
When you want me to
And I will not let go
'Til you tell me to

Baby, tonight is your night
And I will do you right
Just make a wish on your night
Anything that you ask
I will give you the love of your life, your life, your life

I'll make love to you (I'll make love)
Like you want me to
And I'll hold you tight (Hold you tight)
Baby, all through the night
I'll make love to you (I'll make love)
When you want me to
And I will not let go (Will not let go til you)
'Til you tell me to (tell me to)
I'll make love to you (I'll make love)
Like you want me to
And I'll hold you tight (Hold you tight)
Baby, all through the night
I'll make love to you (I'll make love)
When you want me to
And I will not let go (Will not let go til you)
'Til you tell me to (Tell me to, tell me baby)",,306,0.2777777777777778,3.8832880054068597,0.03338459566833269,0.10784313725490197
1994,4,The Power of Love,Celine Dion,"The whispers in the morning
Of lovers sleeping tight
Are rolling by like thunder now
As I look in your eyes
I hold on to your whole body
And feel each move you make
Your voice is warm and tender
A love that I could not forsake

'Cause I'm your lady
And you are my man
Whenever you reach for me
I'll do all that I can

Lost is how I'm feeling
Lying in your arms
When the world outside's too much to take
That all ends when I'm with you
Even though there may be times
It seems I'm far away
Never wonder where I am
'Cause I am always by your side

'Cause I'm your lady
And you are my man
Whenever you reach for me
I'll do all that I can

We're heading for something
Somewhere I've never been
Sometimes I am frightened, but I'm ready to learn
Of the power of love

The sound of your heart beating
Made it clear suddenly
The feeling that I can't go on
Is light years away

'Cause I'm your lady
And you are my man
Whenever you reach for me
I'm gonna do all that I can

We're heading for something
Somewhere I've never been
Sometimes I am frightened, but I'm ready to learn
Of the power of love

The power of love
The power of love
Sometimes I am frightened, but I'm ready to learn
Of the power of love
The power of love",,246,0.42276422764227645,4.291427005055262,0.019168484367770463,0.04878048780487805
1994,5,Hero,Mariah Carey,"There's a hero
If you look inside your heart
You don't have to be afraid
Of what you are
There’s an answer
If you reach into your soul
And the sorrow that you know
Will melt away

And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive
So when you feel like hope is gone
Look inside you and be strong
And you'll finally see the truth
That a hero lies in you

It's a long road
When you face the world alone
No one reaches out a hand for you to hold
You can find love
If you search within yourself
And the emptiness you felt
Will disappear

And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive
So when you feel like hope is gone
Look inside you and be strong
And you'll finally see the truth
That a hero lies in you

Lord knows
Dreams are hard to follow
But don't let anyone
Tear them away
Hold on
There will be tomorrow
In time
You'll find the way

And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive
So when you feel like hope is gone
Look inside you and be strong
And you'll finally see the truth
That a hero lies in you

That a hero lies in you
That a hero lies in you",,262,0.3435114503816794,4.044290177842215,0.03006817784511391,0.11450381679389313
1995,1,Gangsta's Paradise,Coolio featuring L.V.,"As I walk through the valley of the shadow of death
I take a look at my life and realize there's nothin' left
‘Cause I've been blastin' and laughin' so long, that
Even my momma thinks that my mind is gone
But I ain't never crossed a man that didn't deserve it
Me be treated like a punk, you know that's unheard of
You better watch how you talkin' and where you walkin'
Or you and your homies might be lined in chalk
I really hate to trip, but I gotta loc
As they croak, I see myself in the pistol smoke
Fool, I'm the kinda G the littlе homies wanna be like
On my knees in thе night, sayin' prayers in the streetlight

Been spendin' most their lives livin' in the gangsta's paradise
Been spendin' most their lives livin' in the gangsta's paradise
Keep spendin' most our lives livin' in the gangsta's paradise
Keep spendin' most our lives livin' in the gangsta's paradise

Look at the situation they got me facin'
I can't live a normal life, I was raised by the state
So I gotta be down with the hood team
Too much television watchin' got me chasin' dreams
I'm a educated fool with money on my mind
Got my ten in my hand and a gleam in my eye
I'm a loc'd out gangsta, set trippin' banger
And my homies is down so don't arouse my anger
Fool, death ain't nothin' but a heart beat away
I'm livin' life do or die, what can I say?
I'm 23 now, but will I live to see 24?
The way things is goin' I don't know

Tell me why are we so blind to see
That the ones we hurt are you and me?

Been spendin' most their lives livin' in the gangsta's paradise
Been spendin' most their lives livin' in the gangsta's paradise
Keep spendin' most our lives livin' in the gangsta's paradise
Keep spendin' most our lives livin' in the gangsta's paradise

Power and the money, money and the power
Minute after minute, hour after hour
Everybody's runnin', but half of them ain't lookin'
It's goin' on in the kitchen, but I don't know what's cookin'
They say I gotta learn, but nobody's here to teach me
If they can't understand it, how can they reach me?
I guess they can't, I guess they won't
I guess they frontin'; that's why I know my life is out of luck, fool!

Been spendin' most their lives livin' in the gangsta's paradise
Been spendin' most their lives livin' in the gangsta's paradise
Keep spendin' most our lives livin' in the gangsta's paradise
Keep spendin' most our lives livin' in the gangsta's paradise",,451,0.3902439024390244,4.620951348309597,0.016710832296792943,0.057649667405764965
1995,2,Waterfalls,TLC,"A lonely mother gazing out of the window
Staring at a son that she just can't touch
If at any time, he's in a jam, she'll be by his side
But he doesn't realize he hurts her so much
But all the praying just ain't helping at all
'Cause he can't seem to keep hisself out of trouble
So he goes out and he makes his money the best way he knows how
Another body laying cold in the gutter
Listen to me

Don't go chasing waterfalls
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast

Little precious has a natural obsession for temptation
But he just can't see
She gives him loving that his body can't handle
But all he can say is, ""Baby, it's good to me""
One day, he goes and takes a glimpse in the mirror
But he doesn't recognize his own face
His health is fading, and he doesn't know why
Three letters took him to his final resting place
Y'all don't hear me

Don't go chasing waterfalls
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all
(Your way or no way)
But I think you're moving too fast
Don't go chasing waterfalls
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast

Come on!
I seen a rainbow yesterday, but too many storms
Have come and gone, leaving a trace of not one God-given ray
Is it because my life is ten shades of gray, I pray
All ten fade away, seldom praise Him for the sunny days
And like His promise is true, only my faith can undo
The many chances I blew to bring my life to anew
Clear blue and unconditional skies
Have dried the tears from my eyes, no more lonely cries
My only bleeding hope is for the folk who can't cope
With such an endurin' pain that it keeps 'em in the pourin' rain
Who's to blame for tooting 'caine into your own vein?
What a shame, you shoot and aim for someone else's brain
You claim the insane, and name this day in time
For falling prey to crime
I say the system's got you victim to your own mind
Dreams are hopeless aspirations in hopes of coming true
Believe in yourself, the rest is up to me and you

Don't go chasing waterfalls
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast
Don't go chasing waterfalls
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all
But I think you're movin' too fast (Ooh, you're movin' too fast)
Don't go chasing waterfalls (Don't go, don't go)
Please stick to the rivers and the lakes that you're used to
I know that you're gonna have it your way or nothing at all
(I know, I know, your way hey)
But I think you're moving too fast",,548,0.3813868613138686,4.785829494486352,0.013706111140710847,0.04562043795620438
