year,rank,title,artist,lyrics_raw,lyrics_url
1991,50,Lies Lies Lies,Morgan Wallen,,
1991,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
1991,52,Gata Only,FloyyMenor X Cris Mj,,
1991,53,Hot To Go!,Chappell Roan,,
1991,54,All I Want For Christmas Is You,Mariah Carey,,
1991,55,Get It Sexyy,Sexyy Red,,
1991,56,Made For Me,muni long,,
1991,57,Vampire,Olivia Rodrigo,,
1991,58,Whatever She Wants,Bryson Tiller,,
1991,59,Rockin' Around The Christmas Tree,Brenda Lee,,
1991,60,Pretty Little Poison,Warren Zeiders,,
1991,61,First Person Shooter,DrakeFeaturingJ. Cole,,
1991,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1991,63,I Like The Way You Kiss Me,Artemas,,
1991,64,Need A Favor,Jelly Roll,,
1991,65,Save Me,Jelly RollWithLainey Wilson,,
1991,66,Euphoria,Kendrick Lamar,,
1991,67,Truck Bed,HARDY,,
1991,68,Jingle Bell Rock,Bobby Helms,,
1991,69,Flowers,Miley Cyrus,,
1991,70,Where The Wild Things Are,Luke Combs,,
1991,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1991,72,La Diabla,Xavi,,
1991,73,Stargazing,Myles Smith,,
1991,74,Last Christmas,Wham!,,
1991,75,I Am Not Okay,Jelly Roll,,
1991,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1991,77,White Horse,Chris Stapleton,,
1991,78,Lil Boo Thang,Paul Russell,,
1991,79,Good Good,"Usher,Summer Walker&21 Savage",,
1991,80,Act II: Date @ 8,4batz FeaturingDrake,,
1991,81,High Road,Koe Wetzel&jessie murph,,
1991,82,Monaco,Bad Bunny,,
1991,83,IDGAF,DrakeFeaturing Yeat,,
1991,84,Burn It Down,Parker McCollum,,
1991,85,Fukumean,Gunna,,
1991,86,Taste,Sabrina Carpenter,,
1991,87,Where It Ends,Bailey Zimmerman,,
1991,88,FTCU,Nicki Minaj,,
1991,89,Wildflower,Billie Eilish,,
1991,90,World On Fire,Nate Smith,,
1991,91,On My Mama,Victoria Monet,,
1991,92,"Yes, And?",Ariana Grande,,
1991,93,Exes,Tate McRae,,
1991,94,A Holly Jolly Christmas,Burl Ives,,
1991,95,Wind Up Missin' You,Tucker Wetmore,,
1991,96,Bulletproof,Nate Smith,,
1991,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1991,98,The Painter,Cody Johnson,,
1991,99,Down Bad,Taylor Swift,,
1991,100,Dance The Night,Dua Lipa,,
1992,1,Lose Control,Teddy Swims,,
1992,2,A Bar Song (Tipsy),Shaboozey,,
1992,3,Beautiful Things,Benson Boone,,
1992,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1992,5,Lovin On Me,Jack Harlow,,
1992,6,Not Like Us,Kendrick Lamar,,
1992,7,Espresso,Sabrina Carpenter,,
1992,8,Million Dollar Baby,Tommy Richman,,
1992,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1992,10,Too Sweet,Hozier,,
1992,11,Stick Season,Noah Kahan,,
1992,12,Cruel Summer,Taylor Swift,,
1992,13,Greedy,Tate McRae,,
1992,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
1992,15,Birds Of A Feather,Billie Eilish,,
1992,16,Please Please Please,Sabrina Carpenter,,
1992,17,Agora Hills,Doja Cat,,
1992,18,"Good Luck, Babe!",Chappell Roan,,
1992,19,Saturn,SZA,,
1992,20,Snooze,SZA,,
1992,21,Paint The Town Red,Doja Cat,,
1992,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
1992,23,Fast Car,Luke Combs,,
1992,24,Water,Tyla,,
1992,25,Feather,Sabrina Carpenter,,
1992,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
1992,27,Austin,Dasha,,
1992,28,Last Night,Morgan Wallen,,
1992,29,Cowgirls,Morgan WallenFeaturingERNEST,,
1992,30,Pink Skies,Zach Bryan,,
1992,31,Thinkin' Bout Me,Morgan Wallen,,
1992,32,Texas Hold 'Em,Beyonce,,
1992,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
1992,34,Miles On It,Marshmello &Kane Brown,,
1992,35,I Can Do It With A Broken Heart,Taylor Swift,,
1992,36,Wild Ones,jessie murph&Jelly Roll,,
1992,37,Ain't No Love In Oklahoma,Luke Combs,,
1992,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
1992,39,Houdini,Eminem,,
1992,40,Wanna Be,Glorilla&Megan Thee Stallion,,
1992,41,Slow It Down,Benson Boone,,
1992,42,Redrum,21 Savage,,
1992,43,Houdini,Dua Lipa,,
1992,44,Yeah Glo!,Glorilla,,
1992,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
1992,46,What Was I Made For?,Billie Eilish,,
1992,47,End Of Beginning,Djo,,
1992,48,Lunch,Billie Eilish,,
1992,49,Never Lose Me,Flo Milli,,
1992,50,Lies Lies Lies,Morgan Wallen,,
1992,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
1992,52,Gata Only,FloyyMenor X Cris Mj,,
1992,53,Hot To Go!,Chappell Roan,,
1992,54,All I Want For Christmas Is You,Mariah Carey,,
1992,55,Get It Sexyy,Sexyy Red,,
1992,56,Made For Me,muni long,,
1992,57,Vampire,Olivia Rodrigo,,
1992,58,Whatever She Wants,Bryson Tiller,,
1992,59,Rockin' Around The Christmas Tree,Brenda Lee,,
1992,60,Pretty Little Poison,Warren Zeiders,,
1992,61,First Person Shooter,DrakeFeaturingJ. Cole,,
1992,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1992,63,I Like The Way You Kiss Me,Artemas,,
1992,64,Need A Favor,Jelly Roll,,
1992,65,Save Me,Jelly RollWithLainey Wilson,,
1992,66,Euphoria,Kendrick Lamar,,
1992,67,Truck Bed,HARDY,,
1992,68,Jingle Bell Rock,Bobby Helms,,
1992,69,Flowers,Miley Cyrus,,
1992,70,Where The Wild Things Are,Luke Combs,,
1992,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1992,72,La Diabla,Xavi,,
1992,73,Stargazing,Myles Smith,,
1992,74,Last Christmas,Wham!,,
1992,75,I Am Not Okay,Jelly Roll,,
1992,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1992,77,White Horse,Chris Stapleton,,
1992,78,Lil Boo Thang,Paul Russell,,
1992,79,Good Good,"Usher,Summer Walker&21 Savage",,
1992,80,Act II: Date @ 8,4batz FeaturingDrake,,
1992,81,High Road,Koe Wetzel&jessie murph,,
1992,82,Monaco,Bad Bunny,,
1992,83,IDGAF,DrakeFeaturing Yeat,,
1992,84,Burn It Down,Parker McCollum,,
1992,85,Fukumean,Gunna,,
1992,86,Taste,Sabrina Carpenter,,
1992,87,Where It Ends,Bailey Zimmerman,,
1992,88,FTCU,Nicki Minaj,,
1992,89,Wildflower,Billie Eilish,,
1992,90,World On Fire,Nate Smith,,
1992,91,On My Mama,Victoria Monet,,
1992,92,"Yes, And?",Ariana Grande,,
1992,93,Exes,Tate McRae,,
1992,94,A Holly Jolly Christmas,Burl Ives,,
1992,95,Wind Up Missin' You,Tucker Wetmore,,
1992,96,Bulletproof,Nate Smith,,
1992,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1992,98,The Painter,Cody Johnson,,
1992,99,Down Bad,Taylor Swift,,
1992,100,Dance The Night,Dua Lipa,,
1993,1,Lose Control,Teddy Swims,,
1993,2,A Bar Song (Tipsy),Shaboozey,,
1993,3,Beautiful Things,Benson Boone,,
1993,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1993,5,Lovin On Me,Jack Harlow,,
1993,6,Not Like Us,Kendrick Lamar,,
1993,7,Espresso,Sabrina Carpenter,,
1993,8,Million Dollar Baby,Tommy Richman,,
1993,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1993,10,Too Sweet,Hozier,,
1993,11,Stick Season,Noah Kahan,,
1993,12,Cruel Summer,Taylor Swift,,
1993,13,Greedy,Tate McRae,,
1993,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
1993,15,Birds Of A Feather,Billie Eilish,,
1993,16,Please Please Please,Sabrina Carpenter,,
1993,17,Agora Hills,Doja Cat,,
1993,18,"Good Luck, Babe!",Chappell Roan,,
1993,19,Saturn,SZA,,
1993,20,Snooze,SZA,,
1993,21,Paint The Town Red,Doja Cat,,
1993,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
1993,23,Fast Car,Luke Combs,,
1993,24,Water,Tyla,,
1993,25,Feather,Sabrina Carpenter,,
1993,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
1993,27,Austin,Dasha,,
1993,28,Last Night,Morgan Wallen,,
1993,29,Cowgirls,Morgan WallenFeaturingERNEST,,
1993,30,Pink Skies,Zach Bryan,,
1993,31,Thinkin' Bout Me,Morgan Wallen,,
1993,32,Texas Hold 'Em,Beyonce,,
1993,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
1993,34,Miles On It,Marshmello &Kane Brown,,
1993,35,I Can Do It With A Broken Heart,Taylor Swift,,
1993,36,Wild Ones,jessie murph&Jelly Roll,,
1993,37,Ain't No Love In Oklahoma,Luke Combs,,
1993,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
1993,39,Houdini,Eminem,,
1993,40,Wanna Be,Glorilla&Megan Thee Stallion,,
1993,41,Slow It Down,Benson Boone,,
1993,42,Redrum,21 Savage,,
1993,43,Houdini,Dua Lipa,,
1993,44,Yeah Glo!,Glorilla,,
1993,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
1993,46,What Was I Made For?,Billie Eilish,,
1993,47,End Of Beginning,Djo,,
1993,48,Lunch,Billie Eilish,,
1993,49,Never Lose Me,Flo Milli,,
1993,50,Lies Lies Lies,Morgan Wallen,,
1993,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
1993,52,Gata Only,FloyyMenor X Cris Mj,,
1993,53,Hot To Go!,Chappell Roan,,
1993,54,All I Want For Christmas Is You,Mariah Carey,,
1993,55,Get It Sexyy,Sexyy Red,,
1993,56,Made For Me,muni long,,
1993,57,Vampire,Olivia Rodrigo,,
1993,58,Whatever She Wants,Bryson Tiller,,
1993,59,Rockin' Around The Christmas Tree,Brenda Lee,,
1993,60,Pretty Little Poison,Warren Zeiders,,
1993,61,First Person Shooter,DrakeFeaturingJ. Cole,,
1993,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1993,63,I Like The Way You Kiss Me,Artemas,,
1993,64,Need A Favor,Jelly Roll,,
1993,65,Save Me,Jelly RollWithLainey Wilson,,
1993,66,Euphoria,Kendrick Lamar,,
1993,67,Truck Bed,HARDY,,
1993,68,Jingle Bell Rock,Bobby Helms,,
1993,69,Flowers,Miley Cyrus,,
1993,70,Where The Wild Things Are,Luke Combs,,
1993,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1993,72,La Diabla,Xavi,,
1993,73,Stargazing,Myles Smith,,
1993,74,Last Christmas,Wham!,,
1993,75,I Am Not Okay,Jelly Roll,,
1993,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1993,77,White Horse,Chris Stapleton,,
1993,78,Lil Boo Thang,Paul Russell,,
1993,79,Good Good,"Usher,Summer Walker&21 Savage",,
1993,80,Act II: Date @ 8,4batz FeaturingDrake,,
1993,81,High Road,Koe Wetzel&jessie murph,,
1993,82,Monaco,Bad Bunny,,
1993,83,IDGAF,DrakeFeaturing Yeat,,
1993,84,Burn It Down,Parker McCollum,,
1993,85,Fukumean,Gunna,,
1993,86,Taste,Sabrina Carpenter,,
1993,87,Where It Ends,Bailey Zimmerman,,
1993,88,FTCU,Nicki Minaj,,
1993,89,Wildflower,Billie Eilish,,
1993,90,World On Fire,Nate Smith,,
1993,91,On My Mama,Victoria Monet,,
1993,92,"Yes, And?",Ariana Grande,,
1993,93,Exes,Tate McRae,,
1993,94,A Holly Jolly Christmas,Burl Ives,,
1993,95,Wind Up Missin' You,Tucker Wetmore,,
1993,96,Bulletproof,Nate Smith,,
1993,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1993,98,The Painter,Cody Johnson,,
1993,99,Down Bad,Taylor Swift,,
1993,100,Dance The Night,Dua Lipa,,
1994,1,Lose Control,Teddy Swims,,
1994,2,A Bar Song (Tipsy),Shaboozey,,
1994,3,Beautiful Things,Benson Boone,,
1994,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1994,5,Lovin On Me,Jack Harlow,,
1994,6,Not Like Us,Kendrick Lamar,,
1994,7,Espresso,Sabrina Carpenter,,
1994,8,Million Dollar Baby,Tommy Richman,,
1994,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1994,10,Too Sweet,Hozier,,
1994,11,Stick Season,Noah Kahan,,
1994,12,Cruel Summer,Taylor Swift,,
1994,13,Greedy,Tate McRae,,
1994,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
1994,15,Birds Of A Feather,Billie Eilish,,
1994,16,Please Please Please,Sabrina Carpenter,,
1994,17,Agora Hills,Doja Cat,,
1994,18,"Good Luck, Babe!",Chappell Roan,,
1994,19,Saturn,SZA,,
1994,20,Snooze,SZA,,
1994,21,Paint The Town Red,Doja Cat,,
1994,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
1994,23,Fast Car,Luke Combs,,
1994,24,Water,Tyla,,
1994,25,Feather,Sabrina Carpenter,,
1994,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
1994,27,Austin,Dasha,,
1994,28,Last Night,Morgan Wallen,,
1994,29,Cowgirls,Morgan WallenFeaturingERNEST,,
1994,30,Pink Skies,Zach Bryan,,
1994,31,Thinkin' Bout Me,Morgan Wallen,,
1994,32,Texas Hold 'Em,Beyonce,,
1994,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
1994,34,Miles On It,Marshmello &Kane Brown,,
1994,35,I Can Do It With A Broken Heart,Taylor Swift,,
1994,36,Wild Ones,jessie murph&Jelly Roll,,
1994,37,Ain't No Love In Oklahoma,Luke Combs,,
1994,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
1994,39,Houdini,Eminem,,
1994,40,Wanna Be,Glorilla&Megan Thee Stallion,,
1994,41,Slow It Down,Benson Boone,,
1994,42,Redrum,21 Savage,,
1994,43,Houdini,Dua Lipa,,
1994,44,Yeah Glo!,Glorilla,,
1994,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
1994,46,What Was I Made For?,Billie Eilish,,
1994,47,End Of Beginning,Djo,,
1994,48,Lunch,Billie Eilish,,
1994,49,Never Lose Me,Flo Milli,,
1994,50,Lies Lies Lies,Morgan Wallen,,
1994,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
1994,52,Gata Only,FloyyMenor X Cris Mj,,
1994,53,Hot To Go!,Chappell Roan,,
1994,54,All I Want For Christmas Is You,Mariah Carey,,
1994,55,Get It Sexyy,Sexyy Red,,
1994,56,Made For Me,muni long,,
1994,57,Vampire,Olivia Rodrigo,,
1994,58,Whatever She Wants,Bryson Tiller,,
1994,59,Rockin' Around The Christmas Tree,Brenda Lee,,
1994,60,Pretty Little Poison,Warren Zeiders,,
1994,61,First Person Shooter,DrakeFeaturingJ. Cole,,
1994,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1994,63,I Like The Way You Kiss Me,Artemas,,
1994,64,Need A Favor,Jelly Roll,,
1994,65,Save Me,Jelly RollWithLainey Wilson,,
1994,66,Euphoria,Kendrick Lamar,,
1994,67,Truck Bed,HARDY,,
1994,68,Jingle Bell Rock,Bobby Helms,,
1994,69,Flowers,Miley Cyrus,,
1994,70,Where The Wild Things Are,Luke Combs,,
1994,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1994,72,La Diabla,Xavi,,
1994,73,Stargazing,Myles Smith,,
1994,74,Last Christmas,Wham!,,
1994,75,I Am Not Okay,Jelly Roll,,
1994,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1994,77,White Horse,Chris Stapleton,,
1994,78,Lil Boo Thang,Paul Russell,,
1994,79,Good Good,"Usher,Summer Walker&21 Savage",,
1994,80,Act II: Date @ 8,4batz FeaturingDrake,,
1994,81,High Road,Koe Wetzel&jessie murph,,
1994,82,Monaco,Bad Bunny,,
1994,83,IDGAF,DrakeFeaturing Yeat,,
1994,84,Burn It Down,Parker McCollum,,
1994,85,Fukumean,Gunna,,
1994,86,Taste,Sabrina Carpenter,,
1994,87,Where It Ends,Bailey Zimmerman,,
1994,88,FTCU,Nicki Minaj,,
1994,89,Wildflower,Billie Eilish,,
1994,90,World On Fire,Nate Smith,,
1994,91,On My Mama,Victoria Monet,,
1994,92,"Yes, And?",Ariana Grande,,
1994,93,Exes,Tate McRae,,
1994,94,A Holly Jolly Christmas,Burl Ives,,
1994,95,Wind Up Missin' You,Tucker Wetmore,,
1994,96,Bulletproof,Nate Smith,,
1994,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1994,98,The Painter,Cody Johnson,,
1994,99,Down Bad,Taylor Swift,,
1994,100,Dance The Night,Dua Lipa,,
1995,1,Lose Control,Teddy Swims,,
1995,2,A Bar Song (Tipsy),Shaboozey,,
1995,3,Beautiful Things,Benson Boone,,
1995,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1995,5,Lovin On Me,Jack Harlow,,
1995,6,Not Like Us,Kendrick Lamar,,
1995,7,Espresso,Sabrina Carpenter,,
1995,8,Million Dollar Baby,Tommy Richman,,
1995,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1995,10,Too Sweet,Hozier,,
1995,11,Stick Season,Noah Kahan,,
1995,12,Cruel Summer,Taylor Swift,,
1995,13,Greedy,Tate McRae,,
1995,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
1995,15,Birds Of A Feather,Billie Eilish,,
1995,16,Please Please Please,Sabrina Carpenter,,
1995,17,Agora Hills,Doja Cat,,
1995,18,"Good Luck, Babe!",Chappell Roan,,
1995,19,Saturn,SZA,,
1995,20,Snooze,SZA,,
1995,21,Paint The Town Red,Doja Cat,,
1995,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
1995,23,Fast Car,Luke Combs,,
1995,24,Water,Tyla,,
1995,25,Feather,Sabrina Carpenter,,
1995,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
1995,27,Austin,Dasha,,
1995,28,Last Night,Morgan Wallen,,
1995,29,Cowgirls,Morgan WallenFeaturingERNEST,,
1995,30,Pink Skies,Zach Bryan,,
1995,31,Thinkin' Bout Me,Morgan Wallen,,
1995,32,Texas Hold 'Em,Beyonce,,
1995,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
1995,34,Miles On It,Marshmello &Kane Brown,,
1995,35,I Can Do It With A Broken Heart,Taylor Swift,,
1995,36,Wild Ones,jessie murph&Jelly Roll,,
1995,37,Ain't No Love In Oklahoma,Luke Combs,,
1995,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
1995,39,Houdini,Eminem,,
1995,40,Wanna Be,Glorilla&Megan Thee Stallion,,
1995,41,Slow It Down,Benson Boone,,
1995,42,Redrum,21 Savage,,
1995,43,Houdini,Dua Lipa,,
1995,44,Yeah Glo!,Glorilla,,
1995,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
1995,46,What Was I Made For?,Billie Eilish,,
1995,47,End Of Beginning,Djo,,
1995,48,Lunch,Billie Eilish,,
1995,49,Never Lose Me,Flo Milli,,
1995,50,Lies Lies Lies,Morgan Wallen,,
1995,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
1995,52,Gata Only,FloyyMenor X Cris Mj,,
1995,53,Hot To Go!,Chappell Roan,,
1995,54,All I Want For Christmas Is You,Mariah Carey,,
1995,55,Get It Sexyy,Sexyy Red,,
1995,56,Made For Me,muni long,,
1995,57,Vampire,Olivia Rodrigo,,
1995,58,Whatever She Wants,Bryson Tiller,,
1995,59,Rockin' Around The Christmas Tree,Brenda Lee,,
1995,60,Pretty Little Poison,Warren Zeiders,,
1995,61,First Person Shooter,DrakeFeaturingJ. Cole,,
1995,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1995,63,I Like The Way You Kiss Me,Artemas,,
1995,64,Need A Favor,Jelly Roll,,
1995,65,Save Me,Jelly RollWithLainey Wilson,,
1995,66,Euphoria,Kendrick Lamar,,
1995,67,Truck Bed,HARDY,,
1995,68,Jingle Bell Rock,Bobby Helms,,
1995,69,Flowers,Miley Cyrus,,
1995,70,Where The Wild Things Are,Luke Combs,,
1995,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1995,72,La Diabla,Xavi,,
1995,73,Stargazing,Myles Smith,,
1995,74,Last Christmas,Wham!,,
1995,75,I Am Not Okay,Jelly Roll,,
1995,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1995,77,White Horse,Chris Stapleton,,
1995,78,Lil Boo Thang,Paul Russell,,
1995,79,Good Good,"Usher,Summer Walker&21 Savage",,
1995,80,Act II: Date @ 8,4batz FeaturingDrake,,
1995,81,High Road,Koe Wetzel&jessie murph,,
1995,82,Monaco,Bad Bunny,,
1995,83,IDGAF,DrakeFeaturing Yeat,,
1995,84,Burn It Down,Parker McCollum,,
1995,85,Fukumean,Gunna,,
1995,86,Taste,Sabrina Carpenter,,
1995,87,Where It Ends,Bailey Zimmerman,,
1995,88,FTCU,Nicki Minaj,,
1995,89,Wildflower,Billie Eilish,,
1995,90,World On Fire,Nate Smith,,
1995,91,On My Mama,Victoria Monet,,
1995,92,"Yes, And?",Ariana Grande,,
1995,93,Exes,Tate McRae,,
1995,94,A Holly Jolly Christmas,Burl Ives,,
1995,95,Wind Up Missin' You,Tucker Wetmore,,
1995,96,Bulletproof,Nate Smith,,
1995,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1995,98,The Painter,Cody Johnson,,
1995,99,Down Bad,Taylor Swift,,
1995,100,Dance The Night,Dua Lipa,,
1996,1,Lose Control,Teddy Swims,,
1996,2,A Bar Song (Tipsy),Shaboozey,,
1996,3,Beautiful Things,Benson Boone,,
1996,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1996,5,Lovin On Me,Jack Harlow,,
1996,6,Not Like Us,Kendrick Lamar,,
1996,7,Espresso,Sabrina Carpenter,,
1996,8,Million Dollar Baby,Tommy Richman,,
1996,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1996,10,Too Sweet,Hozier,,
1996,11,Stick Season,Noah Kahan,,
1996,12,Cruel Summer,Taylor Swift,,
1996,13,Greedy,Tate McRae,,
1996,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
1996,15,Birds Of A Feather,Billie Eilish,,
1996,16,Please Please Please,Sabrina Carpenter,,
1996,17,Agora Hills,Doja Cat,,
1996,18,"Good Luck, Babe!",Chappell Roan,,
1996,19,Saturn,SZA,,
1996,20,Snooze,SZA,,
1996,21,Paint The Town Red,Doja Cat,,
1996,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
1996,23,Fast Car,Luke Combs,,
1996,24,Water,Tyla,,
1996,25,Feather,Sabrina Carpenter,,
1996,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
1996,27,Austin,Dasha,,
1996,28,Last Night,Morgan Wallen,,
1996,29,Cowgirls,Morgan WallenFeaturingERNEST,,
1996,30,Pink Skies,Zach Bryan,,
1996,31,Thinkin' Bout Me,Morgan Wallen,,
1996,32,Texas Hold 'Em,Beyonce,,
1996,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
1996,34,Miles On It,Marshmello &Kane Brown,,
1996,35,I Can Do It With A Broken Heart,Taylor Swift,,
1996,36,Wild Ones,jessie murph&Jelly Roll,,
1996,37,Ain't No Love In Oklahoma,Luke Combs,,
1996,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
1996,39,Houdini,Eminem,,
1996,40,Wanna Be,Glorilla&Megan Thee Stallion,,
1996,41,Slow It Down,Benson Boone,,
1996,42,Redrum,21 Savage,,
1996,43,Houdini,Dua Lipa,,
1996,44,Yeah Glo!,Glorilla,,
1996,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
1996,46,What Was I Made For?,Billie Eilish,,
1996,47,End Of Beginning,Djo,,
1996,48,Lunch,Billie Eilish,,
1996,49,Never Lose Me,Flo Milli,,
1996,50,Lies Lies Lies,Morgan Wallen,,
1996,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
1996,52,Gata Only,FloyyMenor X Cris Mj,,
1996,53,Hot To Go!,Chappell Roan,,
1996,54,All I Want For Christmas Is You,Mariah Carey,,
1996,55,Get It Sexyy,Sexyy Red,,
1996,56,Made For Me,muni long,,
1996,57,Vampire,Olivia Rodrigo,,
1996,58,Whatever She Wants,Bryson Tiller,,
1996,59,Rockin' Around The Christmas Tree,Brenda Lee,,
1996,60,Pretty Little Poison,Warren Zeiders,,
1996,61,First Person Shooter,DrakeFeaturingJ. Cole,,
1996,62,Die With A Smile,Lady Gaga&Bruno Mars,,
1996,63,I Like The Way You Kiss Me,Artemas,,
1996,64,Need A Favor,Jelly Roll,,
1996,65,Save Me,Jelly RollWithLainey Wilson,,
1996,66,Euphoria,Kendrick Lamar,,
1996,67,Truck Bed,HARDY,,
1996,68,Jingle Bell Rock,Bobby Helms,,
1996,69,Flowers,Miley Cyrus,,
1996,70,Where The Wild Things Are,Luke Combs,,
1996,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
1996,72,La Diabla,Xavi,,
1996,73,Stargazing,Myles Smith,,
1996,74,Last Christmas,Wham!,,
1996,75,I Am Not Okay,Jelly Roll,,
1996,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
1996,77,White Horse,Chris Stapleton,,
1996,78,Lil Boo Thang,Paul Russell,,
1996,79,Good Good,"Usher,Summer Walker&21 Savage",,
1996,80,Act II: Date @ 8,4batz FeaturingDrake,,
1996,81,High Road,Koe Wetzel&jessie murph,,
1996,82,Monaco,Bad Bunny,,
1996,83,IDGAF,DrakeFeaturing Yeat,,
1996,84,Burn It Down,Parker McCollum,,
1996,85,Fukumean,Gunna,,
1996,86,Taste,Sabrina Carpenter,,
1996,87,Where It Ends,Bailey Zimmerman,,
1996,88,FTCU,Nicki Minaj,,
1996,89,Wildflower,Billie Eilish,,
1996,90,World On Fire,Nate Smith,,
1996,91,On My Mama,Victoria Monet,,
1996,92,"Yes, And?",Ariana Grande,,
1996,93,Exes,Tate McRae,,
1996,94,A Holly Jolly Christmas,Burl Ives,,
1996,95,Wind Up Missin' You,Tucker Wetmore,,
1996,96,Bulletproof,Nate Smith,,
1996,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
1996,98,The Painter,Cody Johnson,,
1996,99,Down Bad,Taylor Swift,,
1996,100,Dance The Night,Dua Lipa,,
1997,1,Lose Control,Teddy Swims,,
1997,2,A Bar Song (Tipsy),Shaboozey,,
1997,3,Beautiful Things,Benson Boone,,
1997,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
1997,5,Lovin On Me,Jack Harlow,,
1997,6,Not Like Us,Kendrick Lamar,,
1997,7,Espresso,Sabrina Carpenter,,
1997,8,Million Dollar Baby,Tommy Richman,,
1997,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
1997,10,Too Sweet,Hozier,,
1997,11,Stick Season,Noah Kahan,,
1997,12,Cruel Summer,Taylor Swift,,
1997,13,Greedy,Tate McRae,,
